renda;compra;idade;scrcrdt;sexo
5153.66;4466.86;32;445;0
4689.65;4015.13;32;445;0
4750.17;4116.6;32;445;0
4533.67;3959.15;32;445;0
4738.09;4077.68;32;445;0
4928.84;4088.08;32;445;0
4667.91;4002.39;32;445;0
4632.61;4071.84;32;445;0
5200.93;4462.7;32;445;0
4927.49;4011.95;32;445;0
4561.43;3900.05;32;445;0
4874.21;4175.46;32;445;0
4358.9;3677.99;32;445;0
4435.44;3764.84;32;445;0
4666.76;3802.84;32;445;0
4751.93;4133.32;32;445;0
4548.8;3990.02;32;445;0
5142.88;4359.07;32;445;0
4611.11;3998.7;32;445;0
4545.9;3989.49;32;445;0
4761.25;4332.05;32;445;0
4829.83;4076.22;32;445;0
4667.66;3834.99;32;445;0
5094.55;4405.53;32;445;0
4995.26;4222.31;32;445;0
4990.2;4190.27;32;445;0
4599.46;3881.02;32;445;0
4591.78;3906.21;32;445;0
4761.18;4278.07;32;445;0
5095.71;4371.9;32;445;0
4783.4;4039.32;32;445;0
4858.41;4103.02;32;445;0
4537.85;3869.65;32;445;0
4978.52;4077.25;32;445;0
4672.1;3884.54;32;445;0
4757.04;4039.47;32;445;0
5292.49;4522.26;41;445;0
4731.26;4061.92;32;445;0
4407.56;3794.67;32;445;0
5197.56;4149.99;32;445;0
4704.41;3968.14;32;445;0
4667.66;3832.71;32;445;0
5196.97;4149.76;32;445;0
4791.89;4061.54;32;445;0
4657.28;4007.26;32;445;0
5012.79;4244.8;32;445;0
4672.93;3897.18;32;445;0
4719.08;4031.56;32;445;0
4517.72;3881.52;32;445;0
4866.06;4036.89;32;445;0
4726.91;4049.21;32;445;0
4681.24;3946.69;32;445;0
4669.35;3867.89;32;445;0
4618.62;3849.69;32;445;0
4909.67;4056.06;32;445;0
5214.19;4263.49;32;445;0
4596.99;3698.91;32;445;0
5007.29;4232.65;32;445;0
4373.66;3764.18;32;445;0
4663.89;4003.6;32;445;0
4726.66;4024.28;32;445;0
4825.29;4046.57;32;445;0
4500.93;3926.41;32;445;0
4621.02;3786.06;32;445;0
4127.07;3511.73;32;445;0
4765.09;4366.42;32;445;0
4486.56;4047.88;32;445;0
4873.36;4053.74;32;445;0
4717.02;4028.54;32;445;0
4634.84;4056.8;32;445;0
4536.36;3988.92;32;445;0
4786.19;3981.14;36;445;0
4849.78;4061.74;32;445;0
4461.71;3797.0;32;445;0
4736.89;4073.09;32;445;0
4882.43;4066.34;32;445;0
4904.7;4172.25;32;445;0
4715.56;3952.1;32;445;0
5082.6;4242.38;32;445;0
4626.79;3632.6;32;445;0
4707.97;4109.32;32;445;0
4633.34;4196.79;32;445;0
4724.51;4043.72;32;445;0
4562.81;3990.4;32;445;0
4601.73;3995.6;32;445;0
4777.33;3986.3;32;445;0
4675.44;3923.06;32;445;0
4665.13;3991.06;32;445;0
4849.66;4050.07;32;445;0
4758.05;4185.07;32;445;0
4666.18;3710.49;32;445;0
4516.14;3924.39;32;445;0
4994.48;4069.57;32;445;0
4688.73;4031.02;32;445;0
4761.6;4343.78;32;445;0
4504.81;3986.67;32;445;0
4292.87;3744.91;32;445;0
4566.21;3925.89;32;445;0
4679.72;3938.88;32;445;0
4794.23;4042.22;32;445;0
5152.06;4348.01;32;445;0
4588.4;3564.39;32;445;0
4497.87;3874.65;32;445;0
4678.9;4031.27;32;445;0
4674.72;3914.67;32;445;0
4217.41;3705.03;32;445;0
4822.37;4060.53;32;445;0
4745.48;4100.99;32;445;0
4802.09;4009.82;32;445;0
4745.66;4016.25;32;445;0
4870.4;3996.03;32;445;0
4514.12;3937.96;32;445;0
4682.13;4013.15;32;445;0
4674.47;3912.8;32;445;0
4674.33;4005.02;32;445;0
4757.04;4169.62;32;445;0
4655.99;4006.74;32;445;0
4684.07;3955.54;32;445;0
4713.74;4020.62;32;445;0
4825.54;4098.28;32;445;0
4380.12;3985.09;32;445;0
4661.95;4102.92;32;445;0
4557.85;3966.04;32;445;0
4845.49;4049.09;32;445;0
4826.82;4022.32;32;445;0
4760.01;4210.09;32;445;0
5079.01;4069.9;32;445;0
4666.33;3875.85;32;445;0
4377.38;3985.09;32;445;0
5205.87;4153.24;32;445;0
4561.38;3741.62;32;445;0
4825.41;4097.48;32;445;0
4278.5;3950.0;32;445;0
4610.45;3917.47;32;445;0
4989.92;4110.76;32;445;0
4453.69;3849.66;32;445;0
4278.13;3949.68;32;445;0
4892.14;4055.41;32;445;0
4761.25;4331.49;32;445;0
4452.99;3799.76;32;445;0
4559.58;3990.4;32;445;0
4723.2;4023.14;32;445;0
4430.66;3779.68;32;445;0
4748.13;4107.13;32;445;0
5276.43;4470.09;41;445;0
4561.02;3998.71;32;445;0
4416.72;3985.09;32;445;0
5233.54;4382.01;41;445;0
4895.31;4055.41;32;445;0
4353.79;3981.36;32;445;0
5014.99;4211.46;32;445;0
4707.37;4198.14;32;445;0
4672.35;3889.24;32;445;0
4965.39;4277.62;32;445;0
4688.8;3928.95;32;445;0
5031.38;4258.76;32;445;0
4700.08;3988.58;32;445;0
5089.65;4516.69;32;614;0
4832.57;4042.22;32;445;0
4084.8;3594.97;32;445;0
4573.68;3868.37;32;445;0
4437.1;4090.15;32;445;0
4760.5;4225.79;32;445;0
5192.76;4259.67;32;445;0
4463.61;3985.85;32;445;0
4722.14;4023.04;32;445;0
4283.32;3670.39;32;445;0
5101.12;4332.41;32;445;0
4668.11;4105.57;32;445;0
4653.53;3909.36;32;445;0
4525.06;3987.72;32;445;0
4450.18;3990.64;32;445;0
4789.41;4187.52;32;445;0
4889.11;4055.16;32;445;0
4640.78;4003.83;32;445;0
4737.5;4046.73;32;445;0
5364.76;4574.38;32;445;0
5337.39;4447.51;32;445;0
4437.07;3751.41;32;445;0
4656.06;3968.01;32;445;0
4756.26;4164.19;32;445;0
4666.18;3724.49;32;445;0
5052.87;4230.64;32;445;0
4837.79;4191.81;32;445;0
4527.01;3939.24;32;445;0
4833.16;4218.02;32;445;0
4863.41;4162.26;32;445;0
4580.21;3856.06;32;445;0
4584.42;3917.74;32;445;0
4719.6;4032.0;32;445;0
4596.72;3995.09;32;445;0
5042.15;4127.83;32;445;0
4559.35;3782.86;32;445;0
4666.76;3799.96;32;445;0
4787.52;4069.03;32;445;0
4666.18;3715.92;32;445;0
4575.52;3991.6;32;445;0
4824.56;4109.57;32;445;0
4795.75;4464.31;32;445;0
4671.51;3882.75;32;445;0
4912.82;4126.12;32;445;0
4553.21;4086.28;32;445;0
4407.75;3741.65;32;445;0
4396.21;3795.14;32;445;0
4780.58;4032.87;36;445;0
4599.47;3995.09;32;445;0
4460.87;3985.85;32;445;0
4666.18;3787.25;32;445;0
4666.18;3784.12;32;445;0
5127.52;4102.13;32;445;0
4810.38;4502.1;32;445;0
4879.96;4280.11;32;445;0
4248.39;3767.15;32;445;0
4105.5;3603.51;32;445;0
4616.06;3999.24;32;445;0
4963.76;4313.09;32;445;0
4719.08;4031.57;32;445;0
4561.59;4077.57;32;445;0
4692.51;3975.19;32;445;0
4704.62;4117.49;32;445;0
4522.68;3886.05;32;445;0
4674.72;3914.32;32;445;0
4438.17;4046.97;32;445;0
4811.3;4138.02;32;445;0
4811.77;4045.28;32;445;0
4784.16;4039.32;32;445;0
4698.89;4123.28;32;445;0
4408.45;3985.09;32;445;0
4759.72;4200.25;32;445;0
4787.49;4105.3;32;445;0
5007.45;4075.16;32;445;0
4620.85;4163.84;32;445;0
4731.76;4060.16;32;445;0
4851.04;4145.6;32;445;0
4392.5;3758.4;32;445;0
4758.3;4097.1;32;445;0
4187.15;3683.7;32;445;0
5047.31;4087.03;32;445;0
4758.05;4176.97;32;445;0
4721.68;4022.96;32;445;0
4716.41;4027.29;32;445;0
4567.39;3972.38;32;445;0
4468.74;3939.31;32;445;0
4725.78;4046.3;32;445;0
4372.25;3827.55;32;445;0
4654.17;4014.55;32;445;0
4753.67;4146.85;32;445;0
4994.83;4058.5;32;445;0
4758.95;4189.15;32;445;0
4637.17;4093.28;32;445;0
4936.14;4056.81;32;445;0
4729.71;4056.71;32;445;0
4686.83;4051.33;32;445;0
5424.28;4262.78;32;445;0
4443.88;3792.62;32;445;0
4919.56;4169.33;32;445;0
4700.28;3989.57;32;445;0
4761.18;4275.79;32;445;0
4803.26;4167.07;32;445;0
4913.49;4277.06;32;445;0
4876.74;3938.45;32;445;0
5025.14;4194.26;32;445;0
4666.18;3765.6;32;445;0
4713.62;4020.23;32;445;0
4552.33;3856.74;32;445;0
4717.63;4029.27;32;445;0
4901.97;4056.06;32;445;0
4675.74;4011.98;32;445;0
4806.24;4057.19;36;445;0
4963.74;4251.89;32;445;0
4713.74;4020.74;32;445;0
4760.5;4252.94;32;445;0
4669.8;3873.46;32;445;0
4216.3;3595.73;32;445;0
4756.26;4162.17;32;445;0
5080.45;4217.0;32;445;0
4830.44;4047.48;32;445;0
4674.15;3934.66;32;445;0
4913.76;4056.06;32;445;0
5006.28;4339.43;32;445;0
4659.22;4007.78;32;445;0
4370.02;3788.94;32;445;0
5119.96;4471.51;32;445;0
4407.14;3750.79;32;445;0
4900.57;4104.1;32;445;0
4834.02;4141.06;32;445;0
4381.27;3688.63;32;445;0
4726.04;4046.77;32;445;0
4831.12;4064.99;32;445;0
4651.54;3910.45;32;445;0
4149.24;3553.56;32;445;0
4619.7;4075.32;32;445;0
4606.57;3976.27;32;445;0
4681.82;3849.5;32;445;0
4784.8;4039.32;32;445;0
4378.66;3738.78;32;445;0
4728.14;4077.46;32;445;0
4299.35;3604.56;32;445;0
4196.73;3609.03;32;445;0
4666.18;3749.53;32;445;0
4589.92;3944.41;32;445;0
4583.81;3878.7;32;445;0
4275.43;3845.29;32;445;0
4512.38;3903.19;32;445;0
4589.24;3993.17;32;445;0
4670.67;3876.37;32;445;0
4240.81;3540.13;32;445;0
4562.68;3922.63;32;445;0
4643.63;3885.06;32;445;0
4824.75;4096.11;32;445;0
5125.02;4354.29;32;445;0
4888.04;4218.54;32;445;0
4613.5;3998.86;32;445;0
4822.73;4529.71;32;445;0
4678.31;4012.3;32;445;0
4786.51;3823.86;32;445;0
4760.5;4230.22;32;445;0
4705.09;4018.9;32;445;0
4666.18;3726.35;32;445;0
4550.4;3990.22;32;445;0
4666.18;3735.89;32;445;0
4571.33;3991.29;32;445;0
4658.35;4007.78;32;445;0
4724.79;4023.43;32;445;0
4794.12;3976.92;32;445;0
5034.37;4058.5;32;445;0
5040.3;4305.48;32;445;0
4875.17;4053.91;32;445;0
4821.62;4046.21;32;445;0
4736.5;3942.02;32;445;0
4564.34;3990.4;32;445;0
4804.95;4487.57;32;445;0
4071.89;3491.82;32;445;0
4535.31;3925.14;32;445;0
4365.28;3984.27;32;445;0
4666.76;3798.61;32;445;0
4726.5;4024.28;32;445;0
5179.76;4139.51;32;445;0
4761.18;4292.01;32;445;0
4514.61;3856.92;32;445;0
4733.8;4067.35;32;445;0
5109.39;4091.77;32;445;0
5090.92;4081.44;32;445;0
4564.08;3990.4;32;445;0
4666.18;3767.62;32;445;0
4678.15;3931.74;32;445;0
4933.23;4190.06;32;445;0
4473.83;3766.32;32;445;0
4681.1;3944.51;32;445;0
4679.85;3940.97;32;445;0
4366.55;3833.92;32;445;0
4760.5;4253.92;32;445;0
4603.53;3996.66;32;445;0
4776.83;4105.55;32;445;0
4059.12;3630.21;32;445;0
4761.18;4295.61;32;445;0
4730.92;3935.19;32;445;0
4084.13;3675.5;32;445;0
4307.43;3919.72;32;445;0
4522.23;3948.18;32;445;0
4504.14;4059.13;32;445;0
4337.23;3974.14;32;445;0
4580.09;3992.38;32;445;0
4720.14;3936.83;32;445;0
4607.2;4137.11;32;445;0
4694.61;4016.28;32;445;0
4601.35;3995.6;32;445;0
4727.15;3955.78;32;445;0
4742.36;4089.31;32;445;0
4209.82;3578.77;32;445;0
4668.47;4011.14;32;445;0
3906.69;3324.57;32;445;0
4828.31;4099.54;32;445;0
4680.39;3942.44;32;445;0
4507.98;3863.91;32;445;0
4761.18;4297.57;32;445;0
5117.07;4097.15;32;445;0
4705.14;3903.62;32;445;0
4669.8;3873.74;32;445;0
5005.13;4278.31;32;445;0
5160.54;4127.34;32;445;0
4763.74;4033.79;32;445;0
5440.18;4453.86;32;445;0
4231.0;3609.36;32;445;0
4822.49;4020.11;36;445;0
4681.43;3949.2;32;445;0
4533.1;3806.58;32;445;0
4625.07;4024.82;32;445;0
4099.7;3676.34;32;445;0
4780.53;4425.51;32;445;0
4733.34;3988.96;32;445;0
4739.79;4082.76;32;445;0
4674.72;3914.74;32;445;0
4911.48;4219.35;32;445;0
4730.16;4058.31;32;445;0
4948.42;4056.81;32;445;0
4761.18;4279.92;32;445;0
5256.3;4283.58;32;445;0
4528.81;3988.21;32;445;0
4757.56;4174.27;32;445;0
4544.68;3842.11;32;445;0
4887.44;4148.93;32;445;0
4715.17;4023.82;32;445;0
4716.62;4027.3;32;445;0
4667.06;3806.82;32;445;0
4917.35;4103.97;32;445;0
4920.65;4056.24;32;445;0
4618.84;3999.86;32;445;0
4739.59;4082.37;32;445;0
4891.41;4176.26;32;445;0
4654.0;3834.66;32;445;0
4743.88;4094.48;32;445;0
4608.55;3998.26;32;445;0
4662.41;4005.97;32;445;0
4796.56;4089.45;32;445;0
4645.91;4005.24;32;445;0
5248.79;4473.26;32;445;0
4471.76;3819.35;32;445;0
4743.63;4094.22;32;445;0
4784.1;4029.75;36;445;0
4774.33;4102.92;32;445;0
4870.64;4053.61;32;445;0
4863.48;4103.19;32;445;0
4765.17;4033.95;32;445;0
4691.03;3921.21;32;445;0
4409.29;3876.9;32;445;0
4504.57;4005.54;32;445;0
4764.76;4364.45;32;445;0
4770.8;4107.87;32;445;0
4687.34;3963.33;32;445;0
4804.75;4030.37;32;445;0
4726.41;4059.94;32;445;0
4938.79;4056.81;32;445;0
4760.48;3980.41;32;445;0
5268.23;4367.5;41;445;0
4751.93;4133.34;32;445;0
4688.44;4014.81;32;445;0
4398.68;3837.13;32;445;0
4674.99;3918.29;32;445;0
4614.22;4065.0;32;445;0
5037.49;4058.5;32;445;0
5432.61;4651.36;32;614;0
4921.1;4160.34;32;445;0
4641.97;4007.32;32;445;0
4667.66;3830.92;32;445;0
4825.17;4046.57;32;445;0
4751.69;4129.1;32;445;0
4760.01;4215.01;32;445;0
4684.86;4013.74;32;445;0
5026.92;4082.12;32;445;0
4760.01;4210.7;32;445;0
4757.04;4165.94;32;445;0
4283.37;3683.76;32;445;0
4673.22;3905.42;32;445;0
4698.33;3921.65;32;445;0
4954.53;4057.02;32;445;0
4823.36;4046.39;32;445;0
4668.17;3850.76;32;445;0
4674.72;3917.02;32;445;0
4609.97;4048.3;32;445;0
4783.13;4165.43;32;445;0
4690.43;3970.46;32;445;0
4669.35;3867.48;32;445;0
4512.7;3755.81;32;445;0
4817.9;4054.37;32;445;0
4773.14;3915.22;32;445;0
4663.41;3964.55;32;445;0
4666.18;3785.66;32;445;0
4549.38;3778.77;32;445;0
4667.69;4031.13;32;445;0
4294.39;3861.37;32;445;0
4666.18;3776.91;32;445;0
4354.16;3982.15;32;445;0
4586.0;3973.95;32;445;0
4525.9;3892.48;32;445;0
4846.66;4002.89;32;445;0
4675.0;4011.98;32;445;0
4677.37;4141.53;32;445;0
4666.76;3801.15;32;445;0
4941.24;4056.81;32;445;0
4723.04;4023.14;32;445;0
4586.57;3993.03;32;445;0
5099.3;4087.14;32;445;0
4739.77;3997.36;32;445;0
4821.26;4137.83;32;445;0
4790.03;4059.78;32;445;0
4358.83;3749.2;32;445;0
5153.17;4466.51;41;445;0
4627.22;3988.88;32;445;0
4912.49;4056.06;32;445;0
4300.27;3960.42;32;445;0
4490.19;3773.91;32;445;0
4756.26;4163.35;32;445;0
4654.46;4104.83;36;445;0
4646.1;4167.35;32;445;0
4460.02;3657.83;32;445;0
4994.18;4058.5;32;445;0
4237.6;3739.74;32;445;0
4248.33;3807.15;32;445;0
4669.35;3869.08;32;445;0
5133.34;4270.64;32;445;0
4760.5;4243.66;32;445;0
4901.68;4055.89;32;445;0
4798.91;4070.34;32;445;0
5022.15;4225.67;32;445;0
5063.83;4282.43;32;445;0
4703.65;3997.94;32;445;0
4752.59;4158.15;32;445;0
4761.25;4324.17;32;445;0
4960.58;4057.02;32;445;0
4760.5;4222.67;32;445;0
4494.84;3922.61;32;445;0
4729.32;4024.94;32;445;0
4370.44;3718.09;32;445;0
4666.18;3787.8;32;445;0
4666.18;3787.75;32;445;0
4983.86;4165.03;32;445;0
4684.58;4013.54;32;445;0
4812.7;4045.28;32;445;0
5141.21;4356.91;32;445;0
4214.86;3932.36;32;445;0
4231.7;3875.62;32;445;0
4772.1;4035.96;32;445;0
4681.71;3843.54;32;445;0
4755.27;4155.04;32;445;0
4711.48;4016.34;32;445;0
5090.96;4081.44;32;445;0
4706.49;4109.84;32;445;0
4830.08;4151.39;32;445;0
4934.62;4393.91;32;445;0
5258.63;4285.42;32;445;0
4838.73;4105.96;32;445;0
4575.98;4042.89;32;445;0
4832.21;4047.48;32;445;0
4859.16;4040.19;32;445;0
4914.77;4058.91;32;445;0
4297.12;3710.94;32;445;0
4849.12;4118.11;32;445;0
4591.32;3993.78;32;445;0
4760.01;4214.14;32;445;0
4992.43;4111.19;32;445;0
5473.46;4488.67;41;445;0
5228.65;4165.62;32;445;0
5051.32;4058.5;32;445;0
4607.35;3602.89;32;445;0
4630.36;4043.96;32;445;0
4658.36;3969.92;32;445;0
4538.86;3885.67;32;445;0
5438.27;4491.56;32;445;0
4669.35;3870.52;32;445;0
4673.75;3908.53;32;445;0
4712.56;4089.01;32;445;0
4963.85;4199.17;32;445;0
4694.91;4016.28;32;445;0
4862.2;3896.92;32;445;0
4672.93;3900.67;32;445;0
4962.55;4057.3;32;445;0
4698.42;3985.78;32;445;0
4906.14;4055.98;36;445;0
4932.72;4137.21;32;445;0
4097.47;3604.67;32;445;0
5039.88;4050.32;32;445;0
4365.0;3984.35;32;445;0
4741.59;4159.34;32;445;0
4674.99;3919.42;32;445;0
4963.48;4284.72;32;445;0
4566.49;3990.59;32;445;0
4590.75;3993.57;32;445;0
4944.18;4164.9;32;445;0
4869.7;4209.76;32;445;0
4407.67;3985.09;32;445;0
4798.04;4081.99;32;445;0
4589.32;3993.17;32;445;0
4912.37;4056.06;32;445;0
4667.29;4013.51;32;445;0
4688.98;4005.56;32;445;0
4329.56;3776.37;32;445;0
4915.77;4187.0;32;445;0
4589.32;3993.17;32;445;0
4762.53;4165.6;32;445;0
4757.56;4174.48;32;445;0
4760.5;4224.08;32;445;0
4728.56;4024.94;32;445;0
4637.21;3650.1;32;445;0
4862.51;4188.49;32;445;0
4746.04;4137.03;32;445;0
4762.94;4007.65;32;445;0
4666.18;3733.11;32;445;0
4668.17;3843.12;32;445;0
4806.52;4238.67;32;445;0
4748.07;4122.79;32;445;0
4489.48;3698.84;32;445;0
4903.89;4056.06;32;445;0
4562.72;3780.74;32;445;0
4915.65;4101.75;36;445;0
4668.34;4073.32;32;445;0
5277.95;4184.47;32;445;0
4966.14;4127.42;32;445;0
4497.99;3868.85;32;445;0
4851.03;4149.06;32;445;0
4356.23;4164.38;36;614;0
4907.7;4295.07;32;445;0
4744.17;4029.22;32;445;0
4836.38;4256.07;32;445;0
4421.06;3836.19;32;445;0
4692.72;4015.96;32;445;0
4708.46;4007.72;32;445;0
5045.72;4185.15;32;445;0
4875.22;4255.32;32;445;0
4698.42;3985.66;32;445;0
4192.67;3592.5;32;445;0
4224.68;3934.24;32;445;0
4858.03;4074.35;32;445;0
4744.79;4029.22;32;445;0
4600.1;3900.39;32;445;0
4786.03;3963.26;32;445;0
4555.68;3989.36;32;445;0
5335.04;4390.67;32;445;0
4706.1;4019.09;32;445;0
4314.87;3770.05;32;445;0
4436.42;3901.77;32;445;0
5128.16;4211.33;32;445;0
4649.43;3666.39;32;445;0
4761.18;4280.98;32;445;0
4348.39;3747.48;32;445;0
4670.53;4011.14;32;445;0
4790.14;4086.15;32;445;0
4687.29;3943.97;36;445;0
4755.27;4136.36;32;445;0
4880.61;4083.87;32;445;0
4542.78;3989.49;32;445;0
4667.66;3839.44;32;445;0
4736.36;4084.2;32;445;0
4612.23;3998.86;32;445;0
4627.46;4001.75;32;445;0
5063.0;4253.33;32;445;0
4724.28;4043.31;32;445;0
5042.6;4406.75;32;445;0
4957.45;4085.07;32;445;0
4751.93;4131.85;32;445;0
4548.66;3990.02;32;445;0
4377.58;3685.12;32;445;0
4772.04;4035.96;32;445;0
4587.85;3849.45;32;445;0
4631.59;4026.96;32;445;0
4778.13;4209.55;32;445;0
4679.22;3937.54;32;445;0
5003.7;4253.57;32;445;0
4672.42;3773.28;32;445;0
4589.07;3565.93;32;445;0
4728.94;4061.97;32;445;0
4282.39;3564.62;32;445;0
4680.81;3943.26;32;445;0
4694.98;4016.85;32;445;0
4719.13;3933.92;36;445;0
4598.52;3842.19;32;445;0
4789.24;4041.05;32;445;0
4721.18;4035.52;32;445;0
4373.87;3745.35;32;445;0
4576.3;3869.47;32;445;0
4642.65;4004.55;32;445;0
4875.72;4202.47;32;445;0
4666.18;3762.61;32;445;0
4390.65;3760.12;32;445;0
4795.84;4464.55;32;445;0
4643.03;3946.91;32;445;0
4277.79;3666.22;32;445;0
4642.97;3656.78;32;445;0
4390.69;3804.72;32;445;0
4504.34;3761.22;32;445;0
4685.31;3960.8;32;445;0
4915.98;4145.1;32;445;0
4934.67;4319.44;32;445;0
4666.18;3717.36;32;445;0
4673.12;4040.4;32;445;0
4760.01;4212.36;32;445;0
4732.19;4061.3;32;445;0
5156.18;4124.26;32;445;0
4672.35;3887.8;32;445;0
4822.32;4097.15;32;445;0
4758.05;4182.55;32;445;0
5203.89;4368.79;32;445;0
4689.71;3956.95;32;445;0
4977.13;4340.94;32;445;0
4821.52;4046.21;32;445;0
4963.92;3999.46;32;445;0
4733.07;4064.81;32;445;0
4675.68;4011.98;32;445;0
4855.89;4043.08;32;445;0
4927.11;4207.05;32;445;0
4760.5;4250.88;32;445;0
4681.24;3947.26;32;445;0
4740.35;4082.99;32;445;0
4748.64;4109.83;32;445;0
4750.79;4123.55;32;445;0
5213.25;4157.38;32;445;0
5070.65;4115.62;32;445;0
4717.02;4028.35;32;445;0
4760.5;4222.61;32;445;0
5130.3;4104.08;32;445;0
4598.29;3947.65;32;445;0
4762.54;4349.17;32;445;0
4822.85;3989.35;32;445;0
4695.54;3943.88;32;445;0
5328.52;4383.91;32;445;0
5102.47;4431.88;32;445;0
5382.81;4556.07;32;445;0
4644.51;4141.0;32;445;0
5030.95;4121.42;32;445;0
4996.45;4277.56;32;445;0
4454.18;3754.17;32;445;0
4455.81;3931.91;32;445;0
4726.37;4132.31;32;445;0
4716.59;4029.7;32;445;0
4698.03;3984.96;32;445;0
4667.32;3821.05;32;445;0
4612.32;3611.63;32;445;0
4667.06;3817.05;32;445;0
5005.28;4390.98;32;445;0
4630.65;4002.34;32;445;0
4882.95;4054.45;32;445;0
5091.57;4081.32;32;445;0
4419.13;3767.87;32;445;0
4419.72;3787.48;32;445;0
4884.81;4158.22;32;445;0
4780.63;4106.66;32;445;0
4926.39;4166.58;32;445;0
4436.57;3985.09;32;445;0
4401.99;3985.09;32;445;0
4518.4;3987.72;32;445;0
4291.05;3780.0;32;445;0
4313.34;3600.39;32;445;0
4247.02;3618.07;32;445;0
4739.38;4129.96;32;445;0
4678.15;3931.86;32;445;0
4577.27;3925.64;32;445;0
4614.49;3999.04;32;445;0
4415.34;3985.09;32;445;0
4692.42;4015.96;32;445;0
4713.46;4019.67;32;445;0
4692.51;3975.13;32;445;0
4926.83;4056.61;32;445;0
4625.41;4001.41;32;445;0
4755.27;4155.35;32;445;0
4700.74;3953.34;32;445;0
4680.12;3866.78;32;445;0
4708.46;4008.49;32;445;0
4313.83;3794.64;32;445;0
4666.18;3785.13;32;445;0
4982.22;4182.68;32;445;0
4648.54;3793.38;36;445;0
4616.6;4057.77;32;445;0
4915.71;4056.06;32;445;0
4774.72;4090.1;32;445;0
4015.26;3539.36;32;445;0
4775.97;4172.68;32;445;0
4662.22;3992.06;32;445;0
4674.0;3920.79;32;445;0
4696.28;4016.47;32;445;0
4451.67;3774.91;32;445;0
4756.99;4037.48;32;445;0
4771.29;4134.24;32;445;0
4666.18;3737.94;32;445;0
5138.23;4217.09;32;445;0
5048.18;4138.48;32;445;0
4465.03;3697.95;32;445;0
4287.87;3646.86;32;445;0
4761.25;4330.48;32;445;0
4499.9;3986.5;32;445;0
4822.28;4046.39;32;445;0
4851.73;4129.79;32;445;0
4607.88;4025.62;32;445;0
4761.18;4285.21;32;445;0
4714.64;4100.38;32;445;0
5105.29;4254.79;32;445;0
4740.09;4027.82;32;445;0
4666.76;3803.88;32;445;0
4751.93;4132.93;32;445;0
5037.02;4058.5;32;445;0
5549.76;4383.93;32;445;0
4969.11;4037.37;32;445;0
4941.63;4165.7;32;445;0
4605.86;3997.07;32;445;0
5138.98;4110.16;32;445;0
4395.49;3985.09;32;445;0
5196.93;4361.03;32;445;0
4687.58;3964.03;32;445;0
4684.4;3956.83;32;445;0
4916.73;3981.17;36;445;0
4434.98;3985.09;32;445;0
4800.72;3929.94;32;445;0
4586.86;3993.03;32;445;0
4332.25;3972.46;32;445;0
4615.07;3999.04;32;445;0
4667.66;3828.94;32;445;0
4675.24;3920.51;32;445;0
4258.33;3834.41;32;445;0
4981.03;4220.76;32;445;0
4760.5;4248.5;32;445;0
4904.02;4056.06;32;445;0
4705.15;4018.9;32;445;0
4676.2;3841.42;32;445;0
4668.17;3840.96;32;445;0
4999.73;4208.48;32;445;0
4907.61;4027.93;32;445;0
4666.76;3800.09;32;445;0
4668.17;3856.08;32;445;0
4760.01;4219.34;32;445;0
4647.17;4005.24;32;445;0
4666.56;3964.19;32;445;0
4168.11;3642.15;32;445;0
3958.45;3507.52;32;445;0
4613.99;3999.04;32;445;0
4758.05;4178.32;32;445;0
4567.27;3489.73;32;445;0
4792.06;4041.71;32;445;0
4566.33;3990.59;32;445;0
4720.19;4032.49;32;445;0
4750.26;4030.8;32;445;0
4552.67;4068.31;32;445;0
4608.66;3960.1;32;445;0
4488.08;3790.75;32;445;0
4788.04;3961.11;32;445;0
4367.86;3862.51;32;445;0
4206.55;3618.77;32;445;0
4339.98;3802.19;32;445;0
4761.18;4273.65;32;445;0
4683.44;3954.69;32;445;0
4093.36;3912.29;32;445;0
4608.12;3998.26;32;445;0
4761.18;4279.03;32;445;0
4867.81;4249.26;32;445;0
5028.7;4058.5;32;445;0
4465.14;3985.85;32;445;0
5107.81;4331.77;32;445;0
4855.54;4019.78;32;445;0
5385.34;4460.55;32;445;0
4668.43;3858.84;32;445;0
4907.63;4166.79;32;445;0
4815.23;4079.46;32;445;0
4762.12;3969.43;32;445;0
4669.35;3869.65;32;445;0
4892.76;4142.75;32;445;0
4873.01;4086.96;32;445;0
4666.18;3782.26;32;445;0
5015.83;4189.09;32;445;0
4917.14;4269.15;32;445;0
4705.35;4147.76;32;445;0
4686.81;4149.3;32;445;0
4520.7;3825.14;32;445;0
4756.61;4055.19;32;445;0
5004.45;4225.85;32;445;0
4972.54;4192.19;32;445;0
4828.73;4149.31;32;445;0
4486.84;3887.94;32;445;0
5187.52;4254.06;32;445;0
4836.17;4151.85;32;445;0
4946.52;4053.89;32;445;0
4666.18;3772.89;32;445;0
4577.41;3991.94;32;445;0
4346.14;3586.75;32;445;0
5238.3;4170.18;32;445;0
5423.41;4261.89;32;445;0
4748.52;4205.63;32;445;0
4631.11;3980.5;32;445;0
4666.18;3762.96;32;445;0
4540.24;3989.27;32;445;0
4867.89;4093.32;32;445;0
5187.11;4264.51;32;445;0
4545.48;4002.57;32;445;0
4942.24;4013.6;32;445;0
4679.09;3941.29;32;445;0
4736.99;4185.36;32;445;0
